Name	Type	Microbiome	SRA_accession	Comments
	amplicon	horse	SRR5937797	
	amplicon	horse	SRR5937798	
	amplicon	horse	SRR5937799	
	amplicon	horse	SRR5937800	
	amplicon	horse	SRR5937801	
	amplicon	horse	SRR5937802	
	amplicon	horse	SRR5937803	
	amplicon	horse	SRR5937804	
	amplicon	horse	SRR5937805	
	amplicon	horse	SRR5937807	
	amplicon	horse	SRR5937808	
	amplicon	horse	SRR5937809	
	amplicon	goat	SRR5969147	
	amplicon	goat	SRR5969148	
	amplicon	goat	SRR5969120	
	amplicon	goat	SRR5969119	
	amplicon	goat	SRR5969104	
	amplicon	goat	SRR5969126	
	amplicon	goat	SRR5969125	
	amplicon	goat	SRR5969123	
	amplicon	goat	SRR5969116	
	amplicon	goat	SRR5969115	
	amplicon	goat	SRR5969145	
	amplicon	goat	SRR5969146	
	amplicon	goat	SRR5969110	
	amplicon	goat	SRR5969122	
	amplicon	goat	SRR5969121	
	amplicon	rabbit	SRR7224781	
	amplicon	rabbit	SRR7224782	
	amplicon	rabbit	SRR7224783	
	amplicon	rabbit	SRR7224784	
	amplicon	rabbit	SRR7224785	
	amplicon	rabbit	SRR7224786	
	amplicon	rabbit	SRR7224787	
	amplicon	rabbit	SRR7224788	
	amplicon	rabbit	SRR7224789	
	amplicon	rabbit	SRR7224790	
	amplicon	rabbit	SRR7224791	
	amplicon	rabbit	SRR7224792	
	amplicon	rabbit	SRR7224793	
	amplicon	rabbit	SRR7224794	
	amplicon	rabbit	SRR7224795	
	amplicon	rabbit	SRR7224796	
	amplicon	rabbit	SRR7224797	
	amplicon	rabbit	SRR7224798	
	amplicon	rabbit	SRR7224799	
	amplicon	rabbit	SRR7224800	
	amplicon	rabbit	SRR7224801	
	amplicon	rabbit	SRR7224802	
	amplicon	rabbit	SRR7224803	
	amplicon	rabbit	SRR7224804	
	amplicon	rabbit	SRR7224805	
	amplicon	rabbit	SRR7224806	
	amplicon	rabbit	SRR7224807	
	amplicon	rabbit	SRR7224808	
	amplicon	rabbit	SRR7224809	
	amplicon	rabbit	SRR7224810	
	amplicon	rabbit	SRR7224811	
	amplicon	rabbit	SRR7224812	
	amplicon	rabbit	SRR7224813	
	amplicon	rabbit	SRR7224814	
	amplicon	rabbit	SRR7224815	
	amplicon	rabbit	SRR7224816	
	amplicon	rabbit	SRR7224817	
	amplicon	rabbit	SRR7224818	
	amplicon	rabbit	SRR7224819	
	amplicon	rabbit	SRR7224820	
	amplicon	rabbit	SRR7224821	
	amplicon	rabbit	SRR7224822	
	amplicon	goat	SRR7870731	
	amplicon	goat	SRR7870732	
	amplicon	goat	SRR7870733	
	amplicon	goat	SRR7870734	
	amplicon	goat	SRR7870735	
	amplicon	goat	SRR7870736	
	amplicon	goat	SRR7870737	
	amplicon	goat	SRR7870738	
	amplicon	goat	SRR7870739	
	amplicon	goat	SRR7870740	
	amplicon	goat	SRR7870741	
	amplicon	goat	SRR7870742	
	amplicon	goat	SRR7870743	
	amplicon	goat	SRR7870744	
	amplicon	goat	SRR7870745	
	amplicon	goat	SRR7870746	
	amplicon	goat	SRR7870747	
	amplicon	goat	SRR7870748	
	amplicon	goat	SRR7870749	
	amplicon	goat	SRR7870750	
	amplicon	goat	SRR7870751	
	amplicon	goat	SRR7870752	
	amplicon	goat	SRR7870753	
	amplicon	goat	SRR7870754	
	amplicon	goat	SRR7870755	
	amplicon	goat	SRR7870756	
	amplicon	goat	SRR7870757	
	amplicon	goat	SRR7870758	
	amplicon	goat	SRR7870759	
	amplicon	goat	SRR7870760	
	amplicon	goat	SRR7870761	
	amplicon	goat	SRR7870762	
	amplicon	goat	SRR7870763	
	amplicon	goat	SRR7870764	
	amplicon	goat	SRR7870765	
	amplicon	goat	SRR7870766	
	amplicon	goat	SRR7870767	
	amplicon	goat	SRR7870768	
	amplicon	goat	SRR7870769	
	amplicon	goat	SRR7870770	
	amplicon	goat	SRR7870771	
	amplicon	goat	SRR7870772	
	amplicon	goat	SRR7870773	
	amplicon	goat	SRR7870774	
	amplicon	goat	SRR7870775	
	amplicon	goat	SRR7870776	
	amplicon	goat	SRR7870777	
	amplicon	goat	SRR7870778	
	amplicon	goat	SRR7870779	
	amplicon	goat	SRR7870780	
	amplicon	goat	SRR7870781	
	amplicon	horse	SRR8304266	
	amplicon	horse	SRR8304267	
	amplicon	horse	SRR8304268	
	amplicon	horse	SRR8304269	
	amplicon	horse	SRR8304270	
	amplicon	horse	SRR8304271	
	amplicon	horse	SRR8304272	
	amplicon	horse	SRR8304273	
	amplicon	horse	SRR8304274	
	amplicon	horse	SRR8304275	
	amplicon	horse	SRR8304276	
	amplicon	horse	SRR8304277	
	amplicon	horse	SRR8304278	
	amplicon	horse	SRR8304279	
	amplicon	horse	SRR8304280	
	amplicon	horse	SRR8304281	
	amplicon	horse	SRR8304282	
	amplicon	horse	SRR8304283	
	amplicon	horse	SRR8304284	
	amplicon	horse	SRR8304285	
	amplicon	horse	SRR8304286	
	amplicon	horse	SRR8304287	
	amplicon	horse	SRR8304288	
	amplicon	horse	SRR8304289	
	amplicon	horse	SRR8304290	
	amplicon	horse	SRR8304291	
	amplicon	horse	SRR8304292	
	amplicon	horse	SRR8304293	
	amplicon	horse	SRR8304294	
	amplicon	horse	SRR8304295	
	amplicon	horse	SRR8304296	
	amplicon	horse	SRR8304297	
	amplicon	horse	SRR8304298	
	amplicon	horse	SRR8304299	
	amplicon	horse	SRR8304300	
	amplicon	horse	SRR8304301	
	amplicon	horse	SRR8304302	
	amplicon	horse	SRR8304303	
	amplicon	horse	SRR8304304	
	amplicon	horse	SRR8304305	
	amplicon	horse	SRR8304306	
	amplicon	horse	SRR8304307	
	amplicon	horse	SRR8304308	
	amplicon	horse	SRR8304309	
	amplicon	horse	SRR8304310	
	amplicon	horse	SRR8304311	
	amplicon	horse	SRR8304312	
	amplicon	horse	SRR8304313	
	amplicon	horse	SRR8304314	
	amplicon	horse	SRR8304315	
	amplicon	horse	SRR8304316	
	amplicon	horse	SRR8304317	
	amplicon	horse	SRR8304318	
	amplicon	horse	SRR8304319	
	amplicon	horse	SRR8304320	
	amplicon	horse	SRR8304321	
	amplicon	horse	SRR8304322	
	amplicon	horse	SRR8304323	
	amplicon	horse	SRR8304324	
	amplicon	horse	SRR8304325	
	amplicon	horse	SRR8304326	
	amplicon	horse	SRR8304327	
	amplicon	horse	SRR8304328	
	amplicon	horse	SRR8304329	
	amplicon	horse	SRR8304330	
	amplicon	horse	SRR8304331	
	amplicon	horse	SRR8304332	
	amplicon	horse	SRR8304333	
	amplicon	horse	SRR8304334	
	amplicon	horse	SRR8304335	
	amplicon	horse	SRR8304336	
	amplicon	horse	SRR8304337	
	amplicon	horse	SRR8304338	
	amplicon	horse	SRR8304339	
	amplicon	horse	SRR8304340	
	amplicon	horse	SRR8304341	
	amplicon	horse	SRR8304342	
	amplicon	horse	SRR8304343	
	amplicon	horse	SRR8304344	
	amplicon	horse	SRR8304345	
	amplicon	horse	SRR8304346	
	amplicon	horse	SRR8304347	
	amplicon	horse	SRR8304348	
	amplicon	horse	SRR8304349	
	amplicon	horse	SRR8304350	
	amplicon	horse	SRR8304351	
	amplicon	horse	SRR8304352	
	amplicon	horse	SRR8304353	
	amplicon	horse	SRR8304354	
	amplicon	horse	SRR8304355	
	amplicon	horse	SRR8304356	
	amplicon	horse	SRR8304357	
	amplicon	horse	SRR8304358	
	amplicon	horse	SRR8304359	
	amplicon	horse	SRR8304360	
	amplicon	horse	SRR8304361	
	amplicon	horse	SRR8304362	
	amplicon	horse	SRR8304363	
	amplicon	horse	SRR8304364	
	amplicon	horse	SRR8304365	
	amplicon	horse	SRR8304366	
	amplicon	horse	SRR8304367	
	amplicon	horse	SRR8304368	
	amplicon	horse	SRR8304369	
	amplicon	horse	SRR8304370	
	amplicon	horse	SRR8304371	
	amplicon	horse	SRR8304372	
	amplicon	horse	SRR8304373	
	amplicon	horse	SRR8304374	
	amplicon	horse	SRR8304375	
	amplicon	horse	SRR8304376	
	amplicon	horse	SRR8304377	
	amplicon	horse	SRR8304378	
	amplicon	horse	SRR8304379	
	amplicon	horse	SRR8304380	
	amplicon	horse	SRR8304381	
	amplicon	horse	SRR8304382	
	amplicon	horse	SRR8304383	
	amplicon	horse	SRR8304384	
	amplicon	horse	SRR8304385	
	amplicon	horse	SRR8304386	
	amplicon	horse	SRR8304387	
	amplicon	horse	SRR8304388	
	amplicon	horse	SRR8304389	
	amplicon	horse	SRR8304390	
	amplicon	horse	SRR8304391	
	amplicon	horse	SRR8304392	
	amplicon	horse	SRR8304393	
	amplicon	horse	SRR8304394	
	amplicon	horse	SRR8304395	
	amplicon	horse	SRR8304396	
	amplicon	horse	SRR8304397	
	amplicon	horse	SRR8304398	
	amplicon	horse	SRR8304399	
	amplicon	horse	SRR8304400	
	amplicon	horse	SRR8304401	
	amplicon	horse	SRR8304402	
	amplicon	horse	SRR8304403	
	amplicon	horse	SRR8304404	
	amplicon	horse	SRR8304405	
	amplicon	horse	SRR8304406	
	amplicon	horse	SRR8304407	
	amplicon	horse	SRR8304408	
	amplicon	horse	SRR8304409	
	amplicon	horse	SRR8304410	
	amplicon	horse	SRR8304411	
	amplicon	horse	SRR8304412	
	amplicon	horse	SRR8304413	
	amplicon	horse	SRR8304414	
	amplicon	horse	SRR8304415	
	amplicon	horse	SRR8304416	
	amplicon	horse	SRR8304417	
	amplicon	horse	SRR8304418	
	amplicon	horse	SRR8304419	
	amplicon	horse	SRR8304420	
	amplicon	horse	SRR8304421	
	amplicon	horse	SRR8304422	
	amplicon	horse	SRR8304423	
	amplicon	horse	SRR8304424	
	amplicon	horse	SRR8304425	
	amplicon	horse	SRR8304426	
	amplicon	horse	SRR8304427	
	amplicon	horse	SRR8304428	
	amplicon	horse	SRR8304429	
	amplicon	horse	SRR8304430	
	amplicon	horse	SRR8304431	
	amplicon	horse	SRR8304432	
	amplicon	horse	SRR8304433	
	amplicon	horse	SRR8304434	
	amplicon	horse	SRR8304435	
	amplicon	horse	SRR8304436	
	amplicon	horse	SRR8304437	
	amplicon	horse	SRR8304438	
	amplicon	horse	SRR8304439	
	amplicon	horse	SRR8304440	
	amplicon	horse	SRR8304441	
	amplicon	horse	SRR8304442	
	amplicon	horse	SRR8304443	
	amplicon	horse	SRR8304444	
	amplicon	horse	SRR8304445	
	amplicon	horse	SRR8304446	
	amplicon	horse	SRR8304447	
	amplicon	horse	SRR8304448	
	amplicon	horse	SRR8304449	
	amplicon	horse	SRR8304450	
	amplicon	horse	SRR8304451	
	amplicon	horse	SRR8304452	
	amplicon	horse	SRR8304453	
	amplicon	horse	SRR8304454	
	amplicon	horse	SRR8304455	
	amplicon	horse	SRR8304456	
	amplicon	horse	SRR8304457	
	amplicon	horse	SRR8304458	
	amplicon	horse	SRR8304459	
	amplicon	horse	SRR8304460	
	amplicon	horse	SRR8304461	
	amplicon	horse	SRR8304462	
	amplicon	horse	SRR8304463	
	amplicon	horse	SRR8304464	
	amplicon	horse	SRR8304465	
	amplicon	horse	SRR8304466	
	amplicon	horse	SRR8304467	
	amplicon	horse	SRR8304468	
	amplicon	rabbit	SRR8375806	
	amplicon	rabbit	SRR8375807	
	amplicon	rabbit	SRR8375808	
	amplicon	rabbit	SRR8375809	
	amplicon	rabbit	SRR8375810	
	amplicon	rabbit	SRR8375811	
	amplicon	rabbit	SRR8375812	
	amplicon	rabbit	SRR8375813	
	amplicon	rabbit	SRR8375814	
	amplicon	rabbit	SRR8375815	
	amplicon	rabbit	SRR8375816	
	amplicon	rabbit	SRR8375817	
	amplicon	rabbit	SRR8375818	
	amplicon	rabbit	SRR8375819	
	amplicon	rabbit	SRR8375820	
	amplicon	rabbit	SRR8375821	
	amplicon	rabbit	SRR8375822	
	amplicon	rabbit	SRR8375823	
	amplicon	rabbit	SRR8375824	
	amplicon	rabbit	SRR8375825	
	amplicon	rabbit	SRR8375826	
	amplicon	rabbit	SRR8375827	
	amplicon	rabbit	SRR8375828	
	amplicon	rabbit	SRR8375829	
	amplicon	rabbit	SRR8375830	
	amplicon	rabbit	SRR8375831	
	amplicon	rabbit	SRR8375832	
	amplicon	rabbit	SRR8375833	
	amplicon	rabbit	SRR8375834	
	amplicon	rabbit	SRR8375835	
	amplicon	rabbit	SRR8375836	
	amplicon	rabbit	SRR8375837	
	amplicon	rabbit	SRR8375838	
	amplicon	rabbit	SRR8375839	
	amplicon	rabbit	SRR8375840	
	amplicon	rabbit	SRR8375841	
	amplicon	rabbit	SRR8375842	
	amplicon	rabbit	SRR8375843	
	amplicon	rabbit	SRR8375844	
	amplicon	rabbit	SRR8375845	
	amplicon	rabbit	SRR8375846	
	amplicon	rabbit	SRR8375847	
	amplicon	rabbit	SRR8375848	
	amplicon	rabbit	SRR8375849	
	amplicon	rabbit	SRR8375850	
	amplicon	rabbit	SRR8375851	
	amplicon	rabbit	SRR8375852	
	amplicon	rabbit	SRR8375853	
	amplicon	rabbit	SRR8375854	
	amplicon	rabbit	SRR8375855	
	amplicon	rabbit	SRR8375856	
	amplicon	rabbit	SRR8375857	
	amplicon	rabbit	SRR8375858	
	amplicon	rabbit	SRR8375859	
	amplicon	rabbit	SRR8375860	
	amplicon	rabbit	SRR8375861	
	amplicon	rabbit	SRR8375862	
	amplicon	rabbit	SRR8375863	
	amplicon	rabbit	SRR8375864	
	amplicon	rabbit	SRR8375865	
	amplicon	rabbit	SRR8375866	
	amplicon	rabbit	SRR8375867	
	amplicon	rabbit	SRR8375868	
	amplicon	rabbit	SRR8375869	
	amplicon	rabbit	SRR8375870	
	amplicon	rabbit	SRR8375871	
	amplicon	rabbit	SRR8375872	
	amplicon	rabbit	SRR8375873	
	amplicon	rabbit	SRR8375874	
	amplicon	rabbit	SRR8375875	
	amplicon	rabbit	SRR8375876	
	amplicon	rabbit	SRR8375877	
	amplicon	rabbit	SRR8375878	
	amplicon	rabbit	SRR8375879	
	amplicon	rabbit	SRR8375880	
	amplicon	rabbit	SRR8375881	
	amplicon	rabbit	SRR8375882	
	amplicon	rabbit	SRR8375883	
	amplicon	rabbit	SRR8375884	
	amplicon	rabbit	SRR8375885	
	amplicon	rabbit	SRR8375886	
	amplicon	rabbit	SRR8375887	
	amplicon	Unknown	SRR8561258	
	amplicon	Unknown	SRR8561260	
	amplicon	Unknown	SRR8561262	
	amplicon	Unknown	SRR8561266	
	amplicon	Unknown	SRR8561268	
	amplicon	Unknown	SRR8561269	
	amplicon	Unknown	SRR8561271	
	amplicon	Unknown	SRR8561273	
	amplicon	Unknown	SRR8561276	
	amplicon	Unknown	SRR8561279	
	amplicon	Unknown	SRR8561282	
	amplicon	Unknown	SRR8561283	
	amplicon	Unknown	SRR8561285	
	amplicon	Unknown	SRR8561288	
	amplicon	Unknown	SRR8561290	
	amplicon	Unknown	SRR8561291	
	amplicon	Unknown	SRR8561293	
	amplicon	Unknown	SRR8561294	
	amplicon	Unknown	SRR8561297	
	amplicon	Unknown	SRR8561299	
	amplicon	Unknown	SRR8561300	
	amplicon	Unknown	SRR8561301	
	amplicon	Unknown	SRR8561303	
	amplicon	Unknown	SRR8561305	
	amplicon	Unknown	SRR8561307	
	amplicon	Unknown	SRR8561312	
	amplicon	Unknown	SRR8561313	
	amplicon	Unknown	SRR8561314	
	amplicon	Unknown	SRR8561316	
	amplicon	Unknown	SRR8561317	
	amplicon	Unknown	SRR8561318	
	amplicon	Unknown	SRR8561321	
	amplicon	Unknown	SRR8561324	
	amplicon	Unknown	SRR8561326	
	amplicon	Unknown	SRR8561328	
	amplicon	Unknown	SRR8561331	
	amplicon	Unknown	SRR8561257	
	amplicon	Unknown	SRR8561259	
	amplicon	Unknown	SRR8561261	
	amplicon	Unknown	SRR8561263	
	amplicon	Unknown	SRR8561264	
	amplicon	Unknown	SRR8561265	
	amplicon	Unknown	SRR8561267	
	amplicon	Unknown	SRR8561270	
	amplicon	Unknown	SRR8561272	
	amplicon	Unknown	SRR8561274	
	amplicon	Unknown	SRR8561275	
	amplicon	Unknown	SRR8561277	
	amplicon	Unknown	SRR8561278	
	amplicon	Unknown	SRR8561280	
	amplicon	Unknown	SRR8561281	
	amplicon	Unknown	SRR8561284	
	amplicon	Unknown	SRR8561286	
	amplicon	Unknown	SRR8561287	
	amplicon	Unknown	SRR8561289	
	amplicon	Unknown	SRR8561292	
	amplicon	Unknown	SRR8561295	
	amplicon	Unknown	SRR8561296	
	amplicon	Unknown	SRR8561298	
	amplicon	Unknown	SRR8561302	
	amplicon	Unknown	SRR8561304	
	amplicon	Unknown	SRR8561306	
	amplicon	Unknown	SRR8561308	
	amplicon	Unknown	SRR8561309	
	amplicon	Unknown	SRR8561310	
	amplicon	Unknown	SRR8561311	
	amplicon	Unknown	SRR8561315	
	amplicon	Unknown	SRR8561319	
	amplicon	Unknown	SRR8561320	
	amplicon	Unknown	SRR8561322	
	amplicon	Unknown	SRR8561323	
	amplicon	Unknown	SRR8561325	
	amplicon	Unknown	SRR8561327	
	amplicon	Unknown	SRR8561329	
	amplicon	Unknown	SRR8561330	
	amplicon	rabbit	SRR8640196	
	amplicon	rabbit	SRR8640197	
	amplicon	rabbit	SRR8640198	
	amplicon	rabbit	SRR8640199	
	amplicon	rabbit	SRR8640200	
	amplicon	rabbit	SRR8640201	
	amplicon	rabbit	SRR8640202	
	amplicon	rabbit	SRR8640203	
	amplicon	rabbit	SRR8640204	
	amplicon	rabbit	SRR8640205	
	amplicon	rabbit	SRR8640206	
	amplicon	rabbit	SRR8640207	
	amplicon	rabbit	SRR8640208	
	amplicon	rabbit	SRR8640209	
	amplicon	rabbit	SRR8640210	
	amplicon	rabbit	SRR8640211	
	amplicon	rabbit	SRR8640212	
	amplicon	rabbit	SRR8640213	
	amplicon	rabbit	SRR8640214	
	amplicon	rabbit	SRR8640215	
	amplicon	rabbit	SRR8640216	
	amplicon	rabbit	SRR8640217	
	amplicon	rabbit	SRR8640218	
	amplicon	rabbit	SRR8640219	
	amplicon	rabbit	SRR8640220	
	amplicon	rabbit	SRR8640221	
	amplicon	rabbit	SRR8640222	
	amplicon	rabbit	SRR8640223	
	amplicon	rabbit	SRR8640224	
	amplicon	rabbit	SRR8640225	
	amplicon	rabbit	SRR8640226	
	amplicon	rabbit	SRR8640227	
	amplicon	rabbit	SRR8640228	
	amplicon	rabbit	SRR8640229	
	amplicon	rabbit	SRR8640230	
	amplicon	rabbit	SRR8640231	
	amplicon	rabbit	SRR8640232	
	amplicon	rabbit	SRR8640233	
	amplicon	rabbit	SRR8640234	
	amplicon	rabbit	SRR8640235	
	amplicon	rabbit	SRR8640236	
	amplicon	rabbit	SRR8640237	
	amplicon	rabbit	SRR8640238	
	amplicon	rabbit	SRR8640239	
	amplicon	rabbit	SRR8640240	
	amplicon	rabbit	SRR8640241	
	amplicon	rabbit	SRR8640242	
	amplicon	rabbit	SRR8640243	
	amplicon	rabbit	SRR8640244	
	amplicon	rabbit	SRR8640245	
	amplicon	rabbit	SRR8640246	
	amplicon	rabbit	SRR8640247	
	amplicon	rabbit	SRR8640248	
	amplicon	rabbit	SRR8640249	
	amplicon	rabbit	SRR8640250	
	amplicon	rabbit	SRR8640251	
	amplicon	rabbit	SRR8640252	
	amplicon	rabbit	SRR8640253	
	amplicon	rabbit	SRR8640254	
	amplicon	rabbit	SRR8640255	
	amplicon	rabbit	SRR8640256	
	amplicon	rabbit	SRR8640257	
	amplicon	rabbit	SRR8640258	
	amplicon	rabbit	SRR8640259	
	amplicon	rabbit	SRR8640260	
	amplicon	rabbit	SRR8640261	
	amplicon	rabbit	SRR8640262	
	amplicon	rabbit	SRR8640263	
	amplicon	rabbit	SRR8640264	
	amplicon	rabbit	SRR8640265	
	amplicon	rabbit	SRR8640266	
	amplicon	rabbit	SRR8640267	
	amplicon	rabbit	SRR8640268	
	amplicon	rabbit	SRR8640269	
	amplicon	rabbit	SRR8640270	
	amplicon	rabbit	SRR8640271	
	amplicon	rabbit	SRR8640272	
	amplicon	rabbit	SRR8640273	
	amplicon	rabbit	SRR8640274	
	amplicon	rabbit	SRR8640275	
	amplicon	rabbit	SRR8640276	
	amplicon	rabbit	SRR8640277	
	amplicon	rabbit	SRR8640278	
	amplicon	rabbit	SRR8640279	
	amplicon	rabbit	SRR8640280	
	amplicon	rabbit	SRR8640281	
	amplicon	rabbit	SRR8640282	
	amplicon	rabbit	SRR8640283	
	amplicon	rabbit	SRR8640284	
	amplicon	rabbit	SRR8640285	
	amplicon	rabbit	SRR8640286	
	amplicon	rabbit	SRR8640287	
	amplicon	rabbit	SRR8640288	
	amplicon	rabbit	SRR8640289	
	amplicon	rabbit	SRR8640290	
	amplicon	rabbit	SRR8640291	
	amplicon	rabbit	SRR8640292	
	amplicon	rabbit	SRR8640293	
	amplicon	rabbit	SRR8640294	
	amplicon	rabbit	SRR8640295	
	amplicon	rabbit	SRR8640296	
	amplicon	rabbit	SRR8640297	
	amplicon	rabbit	SRR8640298	
	amplicon	rabbit	SRR8640299	
	amplicon	rabbit	SRR8640300	
	amplicon	rabbit	SRR8640301	
	amplicon	rabbit	SRR8640302	
	amplicon	rabbit	SRR8640303	
	amplicon	rabbit	SRR8640304	
	amplicon	rabbit	SRR8640305	
	amplicon	rabbit	SRR8640306	
	amplicon	rabbit	SRR8640307	
	amplicon	rabbit	SRR8640308	
	amplicon	rabbit	SRR8640309	
	amplicon	rabbit	SRR8640310	
	amplicon	rabbit	SRR8640311	
	amplicon	rabbit	SRR8640312	
	amplicon	rabbit	SRR8640313	
	amplicon	rabbit	SRR8640314	
	amplicon	rabbit	SRR8640315	
	amplicon	rabbit	SRR8640316	
	amplicon	rabbit	SRR8640317	
	amplicon	rabbit	SRR8640318	
	amplicon	rabbit	SRR8640319	
	amplicon	rabbit	SRR8640320	
	amplicon	rabbit	SRR8640321	
	amplicon	rabbit	SRR8640322	
	amplicon	rabbit	SRR8640323	
	amplicon	rabbit	SRR8640324	
	amplicon	rabbit	SRR8640325	
	amplicon	rabbit	SRR8640326	
	amplicon	rabbit	SRR8640327	
	amplicon	rabbit	SRR8640328	
	amplicon	rabbit	SRR8640329	
	amplicon	rabbit	SRR8640330	
	amplicon	rabbit	SRR8640331	
	amplicon	rabbit	SRR8640332	
	amplicon	rabbit	SRR8640333	
	amplicon	rabbit	SRR8640334	
	amplicon	rabbit	SRR8640335	
	amplicon	rabbit	SRR8640336	
	amplicon	rabbit	SRR8640337	
	amplicon	rabbit	SRR8640338	
	amplicon	rabbit	SRR8640339	
	amplicon	rabbit	SRR8640340	
	amplicon	rabbit	SRR8640341	
	amplicon	rabbit	SRR8640342	
	amplicon	rabbit	SRR8640343	
	amplicon	rabbit	SRR8640344	
	amplicon	rabbit	SRR8640345	
	amplicon	rabbit	SRR8640346	
	amplicon	rabbit	SRR8640347	
	amplicon	rabbit	SRR8640348	
	amplicon	rabbit	SRR8640349	
	amplicon	rabbit	SRR8640350	
	amplicon	rabbit	SRR8640351	
	amplicon	rabbit	SRR8640352	
	amplicon	rabbit	SRR8640353	
	amplicon	rabbit	SRR8640354	
	amplicon	rabbit	SRR8640355	
	amplicon	rabbit	SRR8640356	
	amplicon	rabbit	SRR8640357	
	amplicon	rabbit	SRR8640358	
	amplicon	rabbit	SRR8640359	
	amplicon	rabbit	SRR8640360	
	amplicon	rabbit	SRR8640361	
	amplicon	rabbit	SRR8640362	
	amplicon	rabbit	SRR8640363	
	amplicon	rabbit	SRR8640364	
	amplicon	rabbit	SRR8640365	
	amplicon	rabbit	SRR8640366	
	amplicon	rabbit	SRR8640367	
	amplicon	rabbit	SRR8640368	
	amplicon	rabbit	SRR8640369	
	amplicon	rabbit	SRR8640370	
	amplicon	rabbit	SRR8640371	
	amplicon	rabbit	SRR8640372	
	amplicon	rabbit	SRR8640373	
	amplicon	rabbit	SRR8640374	
	amplicon	rabbit	SRR8640375	
	amplicon	rabbit	SRR8640376	
	amplicon	rabbit	SRR8640377	
	amplicon	rabbit	SRR8640378	
	amplicon	rabbit	SRR8640379	
	amplicon	rabbit	SRR8640380	
	amplicon	rabbit	SRR8640381	
	amplicon	rabbit	SRR8640382	
	amplicon	rabbit	SRR8640383	
	amplicon	rabbit	SRR8640384	
	amplicon	rabbit	SRR8640385	
	amplicon	rabbit	SRR8640386	
	amplicon	rabbit	SRR8640387	
	amplicon	rabbit	SRR8640388	
	amplicon	rabbit	SRR8640389	
	amplicon	rabbit	SRR8640390	
	amplicon	rabbit	SRR8640391	
	amplicon	rabbit	SRR8640392	
	amplicon	rabbit	SRR8640393	
	amplicon	rabbit	SRR8640394	
	amplicon	rabbit	SRR8640395	
	amplicon	rabbit	SRR8640396	
	amplicon	rabbit	SRR8640397	
	amplicon	rabbit	SRR8640398	
	amplicon	rabbit	SRR8640399	
	amplicon	rabbit	SRR8640400	
	amplicon	rabbit	SRR8640401	
	amplicon	rabbit	SRR8640402	
	amplicon	rabbit	SRR8640403	
	amplicon	rabbit	SRR8640404	
	amplicon	rabbit	SRR8640405	
	amplicon	rabbit	SRR8640406	
	amplicon	rabbit	SRR8640407	
	amplicon	rabbit	SRR8640408	
	amplicon	rabbit	SRR8640409	
	amplicon	rabbit	SRR8640410	
	amplicon	rabbit	SRR8640411	
	amplicon	rabbit	SRR8640412	
	amplicon	rabbit	SRR8640413	
	amplicon	rabbit	SRR8640414	
	amplicon	rabbit	SRR8640415	
	amplicon	rabbit	SRR8640416	
	amplicon	rabbit	SRR8640417	
	amplicon	rabbit	SRR8640418	
	amplicon	rabbit	SRR8640419	
	amplicon	rabbit	SRR8640420	
	amplicon	rabbit	SRR8640421	
	amplicon	rabbit	SRR8640422	
	amplicon	rabbit	SRR8640423	
	amplicon	rabbit	SRR8640424	
	amplicon	rabbit	SRR8640425	
	amplicon	rabbit	SRR8640426	
	amplicon	rabbit	SRR8640427	
	amplicon	rabbit	SRR8640428	
	amplicon	rabbit	SRR8640429	
	amplicon	rabbit	SRR8640430	
	amplicon	rabbit	SRR8640431	
	amplicon	rabbit	SRR8640432	
	amplicon	rabbit	SRR8640433	
	amplicon	rabbit	SRR8640434	
	amplicon	rabbit	SRR8640435	
	amplicon	rabbit	SRR8640436	
	amplicon	rabbit	SRR8640437	
	amplicon	rabbit	SRR8640438	
	amplicon	rabbit	SRR8640439	
	amplicon	rabbit	SRR8640440	
	amplicon	rabbit	SRR8640441	
	amplicon	rabbit	SRR8640442	
	amplicon	rabbit	SRR8640443	
	amplicon	rabbit	SRR8640444	
	amplicon	rabbit	SRR8640445	
	amplicon	rabbit	SRR8640446	
	amplicon	rabbit	SRR8640447	
	amplicon	rabbit	SRR8640448	
	amplicon	rabbit	SRR8640449	
	amplicon	rabbit	SRR8640450	
	amplicon	rabbit	SRR8640451	
	amplicon	rabbit	SRR8640452	
	amplicon	rabbit	SRR8640453	
	amplicon	rabbit	SRR8640454	
	amplicon	rabbit	SRR8640455	
	amplicon	rabbit	SRR8640456	
	amplicon	rabbit	SRR8640457	
	amplicon	rabbit	SRR8640458	
	amplicon	rabbit	SRR8640459	
	amplicon	rabbit	SRR8640460	
	amplicon	rabbit	SRR8640461	
	amplicon	rabbit	SRR8640462	
	amplicon	rabbit	SRR8640463	
	amplicon	rabbit	SRR8640464	
	amplicon	rabbit	SRR8640465	
	amplicon	rabbit	SRR8640466	
	amplicon	rabbit	SRR8640467	
	amplicon	rabbit	SRR8640468	
	amplicon	rabbit	SRR8640469	
	amplicon	rabbit	SRR8640470	
	amplicon	rabbit	SRR8640471	
	amplicon	rabbit	SRR8640472	
	amplicon	rabbit	SRR8640473	
	amplicon	rabbit	SRR8640474	
	amplicon	rabbit	SRR8640475	
	amplicon	rabbit	SRR8640476	
	amplicon	rabbit	SRR8640477	
	amplicon	rabbit	SRR8640478	
	amplicon	rabbit	SRR8640479	
	amplicon	rabbit	SRR8640480	
